,main_category,location,model,price,page,weekday,region,colour_type
131331,1,1,1,28,1,1,1,4
131332,1,6,1,33,1,1,1,1
131333,1,4,1,62,1,1,1,3
131334,1,5,1,28,1,1,1,1
131335,1,1,1,62,2,1,1,1
131336,1,2,1,62,2,1,1,2
131337,3,3,1,48,1,1,1,4
131338,1,4,1,38,1,1,1,3
131339,1,5,1,60,1,1,1,3
131340,3,3,2,48,1,1,1,2
131341,3,1,2,23,1,1,1,1
131342,3,3,1,48,1,1,1,4
131343,3,5,2,20,3,1,1,5
131344,3,1,2,57,4,1,1,1
131345,1,4,1,38,1,1,1,3
131346,1,4,1,38,1,1,1,3
131347,1,4,1,38,1,1,1,3
131348,1,1,1,72,1,1,1,3
131349,1,2,1,43,1,1,1,3
131350,1,3,1,62,1,1,1,3
131351,1,3,1,62,1,1,1,3
131352,1,3,1,62,1,1,1,3
131353,1,3,1,82,1,1,1,3
131354,1,3,1,62,1,1,1,3
131355,1,2,1,43,1,1,1,3
131356,1,3,1,82,1,1,1,3
131358,1,1,1,43,1,1,1,3
131359,1,5,2,33,1,1,1,1
131360,1,6,1,62,1,1,1,2
131361,3,3,2,48,1,1,1,2
131362,3,1,1,57,2,1,1,1
131363,3,6,1,50,2,1,1,5
131364,3,2,2,28,3,1,1,1
131365,3,6,1,57,3,1,1,1
131366,2,4,1,62,2,1,1,2
131367,2,3,1,57,2,1,1,2
131368,2,4,1,38,1,1,1,2
131369,2,4,1,67,1,1,1,2
131370,2,4,1,43,1,1,1,2
131371,2,2,1,38,2,1,1,3
131372,2,4,1,38,2,1,1,5
131373,2,1,1,38,2,1,1,4
131374,2,4,1,38,1,1,1,2
131502,2,6,2,38,1,1,1,1
131503,2,2,1,52,1,1,1,4
131504,3,2,1,33,2,1,1,3
131505,1,5,2,62,2,1,2,1
131510,1,1,1,72,1,1,1,3
131511,1,3,1,43,1,1,1,3
131512,1,5,1,28,1,1,1,1
131513,1,4,1,62,1,1,1,3
131514,1,4,1,38,1,1,1,3
131515,1,4,1,38,1,1,1,2
131516,2,1,2,57,1,1,1,3
131517,2,4,1,67,1,1,1,2
131518,2,4,1,43,1,1,1,2
131519,2,3,1,48,1,1,1,1
131520,2,6,1,52,1,1,1,3
131521,2,2,1,52,1,1,1,4
131522,2,1,1,67,2,1,1,3
131523,2,2,1,57,2,1,1,3
131524,2,4,1,62,2,1,1,2
131525,2,6,1,48,2,1,1,2
131526,3,1,2,28,1,1,1,2
131527,3,4,2,28,1,1,1,5
131528,3,4,1,43,1,1,1,1
131529,3,6,1,48,1,1,1,1
131530,3,3,1,33,2,1,1,2
131531,3,3,1,28,2,1,1,1
131532,3,3,1,48,2,1,1,3
131533,3,5,1,33,2,1,1,2
131534,3,5,1,48,2,1,1,1
131535,3,1,1,43,3,1,1,2
131536,3,1,1,77,3,1,1,1
131537,1,6,1,38,1,1,1,2
131538,1,6,1,62,1,1,1,2
131539,1,5,1,38,2,1,1,2
131540,1,6,1,38,2,1,1,2
131541,1,1,1,38,3,1,1,2
131542,1,2,2,38,3,1,1,2
131543,1,2,1,28,3,1,1,1
131544,1,3,1,62,3,1,1,2
131545,3,3,2,28,3,1,1,1
131546,3,3,1,55,3,1,1,1
131547,3,5,2,20,3,1,1,5
131548,3,6,1,38,3,1,1,1
131549,3,6,1,57,3,1,1,1
131550,3,1,1,48,4,1,1,4
131551,3,1,2,57,4,1,1,1
131552,3,1,2,33,4,1,1,4
131553,3,2,2,48,4,1,1,1
131554,2,6,2,38,1,1,1,1
131555,2,3,1,57,2,1,1,2
131556,2,6,1,48,2,1,1,2
131557,1,6,1,62,1,1,4,2
131558,4,3,1,28,1,1,4,2
131559,4,5,2,38,1,1,4,2
131560,4,6,1,28,1,1,4,2
131596,3,5,1,48,1,1,1,5
131597,2,1,1,52,1,1,1,3
131598,2,4,1,67,1,1,1,2
131599,2,2,1,52,1,1,1,2
131600,2,2,2,52,1,1,1,1
131601,3,5,1,23,1,1,1,5
131602,3,5,1,23,1,1,1,5
131603,3,3,1,48,1,1,1,4
131604,1,6,1,62,1,1,1,2
131605,1,2,2,38,1,1,1,3
131606,1,1,1,28,1,1,1,4
131607,1,5,1,28,1,1,1,1
131608,3,1,2,33,4,1,1,4
131609,3,2,2,52,4,1,1,4
131610,3,1,1,57,2,1,1,1
131611,3,5,1,33,2,1,1,3
131612,1,2,1,62,2,1,1,2
131613,1,1,1,62,3,1,1,2
131614,2,3,1,57,2,1,1,4
131615,1,1,1,62,3,1,1,2
131617,2,2,1,52,1,1,4,4
131618,1,2,1,43,1,1,4,3
131619,1,4,1,62,1,1,4,3
131620,1,5,1,28,1,1,4,1
131621,4,5,1,38,1,1,4,2
131632,1,1,1,43,1,1,1,3
131633,1,2,1,43,1,1,1,3
131634,1,6,1,62,1,1,1,2
131635,1,5,1,28,1,1,1,1
131636,3,5,1,20,3,1,1,1
131637,3,1,2,57,4,1,1,1
131638,3,2,1,48,1,1,1,3
131639,3,2,2,28,3,1,1,1
131640,1,1,2,38,2,1,1,2
131641,1,5,1,38,2,1,1,2
131642,1,6,1,38,2,1,1,2
131643,1,5,1,38,2,1,1,2
131644,1,5,1,38,2,1,1,2
131645,3,4,2,52,2,1,1,1
131654,1,5,2,62,2,1,2,1
131656,1,4,1,62,1,1,1,3
131657,1,6,1,38,1,1,1,2
131658,1,6,1,33,1,1,1,1
131686,1,1,1,28,1,1,1,4
131687,1,4,1,62,1,1,1,3
131688,1,2,1,62,2,1,1,2
131690,2,2,1,52,1,1,2,4
131691,2,6,2,38,1,1,2,1
131692,3,3,1,48,1,1,2,1
131693,3,5,1,48,1,1,2,5
131694,3,6,1,48,1,1,2,5
131695,3,4,1,33,1,1,2,3
131696,3,4,2,28,1,1,2,5
131697,4,2,1,23,1,1,2,3
131698,3,5,1,48,1,1,2,5
131699,2,2,1,52,1,1,2,4
131700,4,6,1,33,1,1,2,3
131701,4,1,1,23,2,1,2,3
131702,4,4,1,33,2,1,2,2
131703,4,2,2,28,2,1,2,1
131704,4,3,2,38,3,1,2,3
131705,4,5,1,38,1,1,2,2
131744,1,2,1,43,3,1,2,2
131777,1,2,2,38,1,1,1,3
131778,1,3,1,82,1,1,1,3
131779,1,2,1,43,1,1,1,3
131780,1,4,1,62,1,1,1,3
131781,1,5,2,33,1,1,1,1
131911,3,6,1,38,3,1,1,1
131912,1,1,1,43,1,1,1,3
131913,1,3,1,43,1,1,1,3
131914,1,4,1,62,1,1,1,3
131915,1,2,1,43,1,1,1,3
131976,3,4,1,33,1,1,1,3
132280,1,1,1,43,1,1,1,3
132281,1,2,2,38,1,1,1,3
132282,1,6,1,33,1,1,1,1
132283,1,5,2,62,2,1,1,1
132284,1,4,1,38,2,1,1,1
132285,1,4,2,43,2,1,1,1
132286,1,2,1,43,3,1,1,2
132287,2,1,1,57,1,1,1,2
132288,2,2,1,52,1,1,1,4
132289,2,4,1,67,1,1,1,2
132290,2,4,1,43,1,1,1,2
132291,2,5,1,57,2,1,1,5
132292,2,4,1,57,2,1,1,5
132293,2,3,1,38,2,1,1,1
132294,2,5,1,38,2,1,1,1
132295,2,6,1,48,2,1,1,2
132296,3,4,1,43,1,1,1,1
132297,3,4,2,28,1,1,1,5
132298,3,6,1,48,1,1,1,1
132299,3,1,2,28,1,1,1,2
132300,3,6,1,48,2,1,1,3
132301,3,6,1,43,2,1,1,1
132326,2,3,1,38,1,1,1,1
132327,2,3,1,38,1,1,1,1
132328,3,6,1,57,3,1,1,1
132329,3,1,2,57,4,1,1,1
132330,2,3,1,38,1,1,1,1
132422,1,6,1,62,1,1,1,2
132423,1,4,1,38,1,1,1,2
132424,1,1,1,62,3,1,1,2
132661,1,1,2,38,2,1,1,2
132662,1,1,2,33,2,1,1,3
132663,1,1,1,62,2,1,1,1
132664,1,1,2,38,2,1,1,2
132665,2,3,1,38,1,1,1,1
132666,1,1,1,28,1,1,1,4
132667,1,3,1,82,1,1,1,3
132668,1,3,1,62,1,1,1,3
132669,1,3,1,82,1,1,1,3
132670,1,1,1,43,1,1,1,3
132671,1,4,1,38,1,1,1,2
132672,1,1,1,28,1,1,1,4
132673,1,1,1,43,1,1,1,3
132674,1,1,1,72,1,1,1,3
132675,1,2,1,43,1,1,1,3
132676,1,2,1,43,1,1,1,3
132677,1,3,1,43,1,1,1,3
132678,1,3,1,62,1,1,1,3
132679,1,3,1,82,1,1,1,3
132680,1,4,1,38,1,1,1,3
132681,1,4,1,38,1,1,1,2
132682,1,3,1,82,1,1,1,3
132683,1,3,1,62,1,1,1,3
132684,1,3,1,82,1,1,1,3
132685,1,3,1,82,1,1,1,3
132686,1,3,1,43,1,1,1,3
132687,1,3,1,43,1,1,1,3
132688,1,3,1,62,1,1,1,3
132689,1,3,1,43,1,1,1,3
132832,3,6,1,38,3,1,1,1
132833,3,6,1,38,3,1,1,2
132834,2,5,2,62,1,1,1,3
132835,1,1,1,72,1,1,1,3
132836,1,4,1,62,1,1,1,3
132837,1,5,1,28,1,1,1,1
132838,1,5,1,28,1,1,1,1
132839,1,1,1,43,1,1,1,3
132840,3,2,1,48,1,1,1,3
132841,3,3,1,48,1,1,1,1
132921,1,5,1,60,1,1,2,3
132922,1,5,1,28,1,1,2,1
132923,2,1,1,52,1,1,2,3
132924,1,3,1,43,1,1,2,3
132934,2,2,1,52,1,1,2,4
132935,1,2,1,43,1,1,2,3
132936,3,4,1,33,1,1,2,3
132937,3,5,1,48,1,1,2,5
132938,2,1,1,52,1,1,2,3
132939,2,2,1,52,1,1,2,2
132940,2,1,2,57,1,1,2,3
132941,4,2,1,43,1,1,2,2
132942,1,5,1,28,1,1,2,1
132943,1,1,1,43,1,1,2,3
132944,1,3,1,38,2,1,2,1
132945,1,1,2,33,2,1,2,3
132946,1,1,1,62,2,1,2,1
132947,1,5,2,62,2,1,2,1
132948,1,1,2,38,2,1,2,2
132949,1,3,1,62,3,1,2,2
132950,3,6,1,57,3,1,2,1
132951,3,6,1,38,3,1,2,1
132952,3,1,2,48,2,1,2,4
132953,3,6,1,48,2,1,2,3
132954,3,3,1,33,2,1,2,2
132955,3,3,2,48,1,1,2,2
132956,3,4,1,33,1,1,2,3
132957,2,4,1,62,2,1,2,2
132958,2,6,1,48,2,1,2,2
132959,2,2,1,52,1,1,2,2
132960,4,3,2,43,2,1,2,2
132961,4,6,1,28,2,1,2,2
132962,4,1,1,43,3,1,2,2
132963,4,6,2,38,4,1,2,1
132964,4,5,2,43,4,1,2,2
132965,4,2,1,43,5,1,2,3
132966,3,2,2,48,4,1,2,1
132967,2,1,1,57,1,1,2,2
132968,2,2,1,52,1,1,2,2
132969,1,4,1,62,1,1,2,3
132970,1,6,1,38,1,1,2,2
132971,1,4,1,38,2,1,2,1
132972,3,2,1,33,2,1,2,3
132973,3,6,1,57,3,1,2,1
132974,3,1,2,57,4,1,2,1
132975,4,2,1,38,1,1,2,2
132976,4,3,2,38,3,1,2,3
132977,4,2,2,38,4,1,2,2
132978,4,2,2,38,4,1,2,5
132979,4,1,1,43,4,1,2,2
132980,2,5,1,62,1,1,2,2
133002,1,2,1,43,1,1,1,3
133003,1,4,1,38,1,1,1,2
133004,1,2,1,48,2,1,1,2
133005,1,1,1,62,2,1,1,1
133006,1,2,1,43,1,1,1,3
133007,1,1,1,43,1,1,1,3
133008,1,1,1,28,1,1,1,4
133009,3,1,2,33,4,1,1,4
133010,2,2,1,52,1,1,1,4
133011,2,1,2,57,1,1,1,3
133073,2,4,1,67,1,1,1,2
133074,2,5,2,62,1,1,1,3
133075,2,5,2,62,1,1,1,3
133076,2,4,1,38,1,1,1,2
133077,2,4,1,38,2,1,1,5
133078,2,1,1,67,2,1,1,3
133079,2,1,1,67,2,1,1,3
133080,2,1,1,38,2,1,1,4
133081,2,1,1,38,2,1,1,4
133082,2,2,1,38,2,1,1,3
133083,2,2,1,38,2,1,1,3
133409,1,4,1,62,1,1,2,3
133410,1,1,1,72,1,1,2,3
133411,1,1,1,62,3,1,2,1
133412,1,2,2,38,1,1,2,3
133413,1,4,1,38,1,1,2,3
133414,1,2,1,43,1,1,2,3
133415,3,4,2,28,2,1,2,2
133416,3,1,2,57,4,1,2,1
133417,3,2,2,48,4,1,2,1
133418,3,1,1,38,3,1,2,4
133419,1,2,1,28,3,1,2,1
133420,4,3,1,43,2,1,2,2
133421,4,6,2,23,3,1,2,3
133422,4,2,1,43,5,1,2,3
134000,1,6,1,62,1,1,1,2
134001,1,1,1,28,1,1,1,4
134002,1,4,1,38,1,1,1,2
134027,1,1,1,72,1,1,1,3
134028,3,5,1,23,1,1,1,5
134029,3,6,1,57,3,1,1,1
134030,3,6,1,57,3,1,1,1
134031,3,1,2,57,4,1,1,1
134032,1,3,1,82,1,1,1,3
134033,1,2,1,43,1,1,1,3
134034,1,4,1,60,2,1,1,2
134035,1,3,1,38,2,1,1,2
134036,1,2,2,38,1,1,1,3
134037,2,5,1,57,2,1,1,5
134038,2,5,1,38,2,1,1,1
134039,3,6,1,48,1,1,1,1
134040,3,6,1,48,1,1,1,1
134041,3,6,1,57,3,1,1,1
134042,1,4,1,38,1,1,1,2
134043,1,2,1,43,3,1,1,2
134044,1,2,1,43,3,1,1,2
134045,1,1,1,72,1,1,1,3
134046,1,2,1,43,1,1,1,3
134047,1,2,1,43,1,1,1,3
134048,1,2,1,43,1,1,1,3
134049,1,2,1,43,1,1,1,3
134050,1,3,1,62,1,1,1,3
134051,1,3,1,43,1,1,1,3
134052,1,2,1,43,1,1,1,3
134053,1,1,1,72,1,1,1,3
134054,1,1,1,72,1,1,1,3
134055,1,2,1,43,1,1,1,3
134056,1,2,1,43,1,1,1,3
134057,1,3,1,43,1,1,1,3
134058,1,3,1,62,1,1,1,3
134059,1,3,1,43,1,1,1,3
134060,1,3,1,43,1,1,1,3
134061,1,1,1,72,1,1,1,3
134062,1,3,1,62,1,1,1,3
134063,1,3,1,43,1,1,1,3
134064,1,3,1,82,1,1,1,3
134065,1,3,1,82,1,1,1,3
134066,1,1,1,72,1,1,1,3
134067,1,2,1,43,1,1,1,3
134068,1,2,1,43,1,1,1,3
134069,1,3,1,43,1,1,1,3
134070,1,3,1,62,1,1,1,3
134071,1,3,1,62,1,1,1,3
134184,1,5,1,28,1,1,2,1
134192,3,4,2,28,1,1,1,5
134193,3,4,2,28,1,1,1,5
134194,1,5,2,33,1,1,1,1
134195,1,1,1,62,2,1,1,1
134254,2,4,1,43,1,1,1,2
134255,1,6,1,38,2,1,1,2
134256,3,3,1,48,1,1,1,1
134286,3,1,2,57,4,1,1,1
134287,3,1,2,57,4,1,1,1
134288,3,1,2,33,4,1,1,4
134294,1,1,1,43,1,1,4,3
134295,1,4,1,62,1,1,4,3
134296,2,3,1,38,1,1,4,1
134297,3,3,1,48,1,1,4,1
134298,2,2,1,57,2,1,4,3
134299,2,5,1,38,2,1,4,1
134300,2,4,1,67,1,1,4,2
134301,3,6,1,50,2,1,4,5
134302,4,6,1,33,1,1,4,3
134303,2,2,1,52,1,1,4,4
134352,1,3,1,62,1,1,1,3
134353,1,3,1,82,1,1,1,3
134354,1,3,1,82,1,1,1,3
134355,1,5,1,28,1,1,1,1
134356,1,5,2,33,1,1,1,1
134357,1,6,1,38,1,1,1,2
134358,1,1,1,72,1,1,1,3
134359,1,2,2,38,1,1,1,3
134360,1,6,1,33,1,1,1,1
134368,1,4,1,38,1,1,2,3
134369,1,2,1,43,1,1,2,3
134370,2,3,1,38,1,1,2,1
134371,2,3,1,38,1,1,2,1
134380,1,5,1,38,2,1,2,1
134381,3,2,1,48,1,1,2,2
134475,1,4,1,38,1,1,1,3
134476,1,4,1,38,1,1,1,3
134477,1,2,1,43,1,1,1,3
134478,1,3,1,43,1,1,1,3
134479,1,3,1,82,1,1,1,3
134480,1,3,1,62,1,1,1,3
134481,1,2,1,43,1,1,1,3
134482,1,2,1,43,1,1,1,3
134483,3,2,1,33,2,1,4,3
134514,1,2,1,43,1,1,2,3
134515,4,1,1,48,1,1,2,2
134516,4,5,2,43,2,1,2,3
134517,4,3,2,38,3,1,2,3
134518,4,3,2,43,5,1,2,2
134536,1,1,1,28,1,1,4,4
134949,2,5,1,62,1,1,1,2
134950,2,1,1,57,1,1,1,2
134951,2,1,2,57,1,1,1,3
134952,2,1,1,52,1,1,1,3
134953,2,2,1,52,1,1,1,4
134954,2,2,2,52,1,1,1,1
134955,2,2,1,52,1,1,1,2
134956,2,3,1,38,1,1,1,1
134957,2,3,2,52,1,1,1,2
134958,2,4,1,67,1,1,1,2
134959,2,5,2,62,1,1,1,3
134960,2,1,1,38,2,1,1,4
134961,2,3,1,57,2,1,1,2
134962,2,1,1,43,2,1,1,4
134963,2,1,1,67,2,1,1,3
134964,2,2,1,38,2,1,1,3
134965,2,2,1,57,2,1,1,3
134966,2,3,1,38,2,1,1,1
134967,2,3,1,57,2,1,1,4
134968,2,3,1,57,2,1,1,2
134969,2,4,1,38,2,1,1,5
134970,2,4,1,62,2,1,1,2
134971,2,4,1,57,2,1,1,5
134972,2,5,1,57,2,1,1,5
134973,2,5,1,38,2,1,1,1
134974,2,5,2,33,2,1,1,1
134975,2,6,1,48,2,1,1,2
134976,1,1,1,28,1,1,1,4
134977,1,1,1,43,1,1,1,3
134978,1,1,1,72,1,1,1,3
134979,1,2,2,38,1,1,1,3
134980,1,2,2,38,1,1,1,3
134981,1,2,1,43,1,1,1,3
134982,1,2,1,43,1,1,1,3
134983,1,3,1,43,1,1,1,3
134984,1,3,1,62,1,1,1,3
134985,1,3,1,82,1,1,1,3
134986,1,4,1,38,1,1,1,3
134987,1,4,1,62,1,1,1,3
134988,1,4,1,38,1,1,1,2
134989,1,5,1,28,1,1,1,1
134990,1,5,1,60,1,1,1,3
134991,1,5,2,33,1,1,1,1
134992,1,6,1,33,1,1,1,1
134993,1,6,1,62,1,1,1,2
134994,1,6,1,38,1,1,1,2
134995,1,1,2,33,2,1,1,3
134996,1,1,2,38,2,1,1,2
134997,1,1,1,62,2,1,1,1
134998,1,2,1,62,2,1,1,2
134999,1,2,2,33,2,1,1,1
135000,1,2,1,48,2,1,1,2
135001,1,3,1,38,2,1,1,1
135002,1,3,1,38,2,1,1,2
135003,1,3,1,55,2,1,1,3
135004,1,4,2,43,2,1,1,1
135005,1,4,1,60,2,1,1,2
135006,1,4,1,38,2,1,1,1
135007,1,5,2,62,2,1,1,1
135008,1,5,1,38,2,1,1,2
135009,1,5,1,38,2,1,1,1
135010,1,6,1,38,2,1,1,2
135011,1,6,2,33,2,1,1,1
135012,1,6,1,33,2,1,1,1
135013,1,1,1,62,3,1,1,2
135014,1,1,1,62,3,1,1,1
135015,1,1,1,38,3,1,1,2
135016,1,2,2,38,3,1,1,2
135017,1,2,1,43,3,1,1,2
135018,1,2,1,28,3,1,1,1
135019,3,1,2,28,1,1,1,2
135020,3,1,1,43,1,1,1,3
135021,3,1,2,23,1,1,1,1
135022,3,2,1,48,1,1,1,2
135023,3,2,1,48,1,1,1,3
135024,3,2,1,33,1,1,1,1
135025,3,3,1,33,2,1,1,2
135026,3,2,1,33,2,1,1,3
135027,3,3,1,33,2,1,1,2
135028,3,2,2,28,3,1,1,1
135029,3,3,1,55,3,1,1,3
135030,3,2,2,52,4,1,1,4
135031,3,1,2,33,4,1,1,4
135032,3,1,1,48,4,1,1,4
135033,4,1,1,28,1,1,1,3
135034,4,3,2,43,2,1,1,2
135035,4,5,1,43,2,1,1,5
135036,4,6,1,28,2,1,1,2
135037,4,6,1,43,2,1,1,2
135038,4,3,2,38,3,1,1,3
135039,4,4,2,43,4,1,1,5
135040,4,1,2,33,5,1,1,3
135041,4,1,2,33,5,1,1,3
135042,4,2,2,43,5,1,1,2
135043,4,2,2,48,5,1,1,1
135044,4,3,1,28,5,1,1,3
135075,1,1,1,43,1,1,2,3
135076,1,4,1,62,1,1,2,3
135077,1,5,1,60,1,1,2,3
135078,1,2,2,38,1,1,2,3
135079,1,1,1,43,1,1,2,3
135080,1,2,2,38,1,1,2,3
135081,1,4,1,62,1,1,2,3
135253,1,4,1,62,1,1,1,3
135362,3,3,1,48,1,1,1,4
135363,3,2,1,48,1,1,1,3
135386,1,4,1,62,1,1,1,3
135475,1,3,1,82,1,1,1,3
135476,3,5,1,23,1,1,1,5
135477,3,5,1,23,1,1,1,5
135478,3,6,1,48,1,1,1,1
135479,3,2,1,43,2,1,1,3
135480,3,2,1,33,2,1,1,3
135481,3,1,2,48,2,1,1,4
135482,3,4,2,28,2,1,1,2
135483,1,1,1,28,1,1,1,4
135484,1,1,1,72,1,1,1,3
135485,1,2,1,43,1,1,1,3
135486,1,2,1,43,1,1,1,3
135487,1,3,1,43,1,1,1,3
135488,1,3,1,62,1,1,1,3
135489,1,3,1,82,1,1,1,3
135490,1,2,1,43,1,1,1,3
135491,1,3,1,43,1,1,1,3
135492,4,1,1,38,1,1,1,3
135493,4,2,2,48,5,1,1,1
135494,3,1,2,28,1,1,1,2
135495,3,5,1,33,1,1,1,1
135496,3,6,1,48,1,1,1,1
135497,3,6,1,48,1,1,1,5
135498,3,1,1,48,2,1,1,3
135499,3,1,1,43,1,1,1,3
135500,3,1,2,48,2,1,1,4
135501,3,1,1,57,2,1,1,1
135502,3,2,1,43,2,1,1,3
135503,3,5,2,26,3,1,1,2
135504,3,6,1,38,3,1,1,2
135505,3,2,2,48,4,1,1,1
135506,3,2,2,52,4,1,1,4
135599,1,1,1,28,1,1,1,4
135600,1,1,1,43,1,1,1,3
135601,1,1,1,72,1,1,1,3
135602,1,5,1,28,1,1,1,1
135603,1,6,1,33,1,1,1,1
135604,1,1,1,62,2,1,1,1
135605,1,4,1,38,2,1,1,1
135606,1,5,1,38,2,1,1,1
135607,1,1,1,38,3,1,1,2
135608,3,5,1,23,1,1,1,5
135609,1,1,1,28,1,1,1,4
135610,1,3,1,82,1,1,1,3
135611,1,5,1,60,1,1,1,3
135612,1,1,1,62,3,1,1,2
135613,1,4,1,38,1,1,2,3
135614,1,3,1,62,1,1,2,3
135615,1,3,1,82,1,1,2,3
135616,1,1,1,38,3,1,2,2
135617,1,1,1,62,3,1,2,2
135618,2,2,1,52,1,1,2,4
135619,4,5,2,38,1,1,2,2
135661,2,4,1,67,1,1,2,2
135662,2,4,1,43,1,1,2,2
135663,2,5,2,62,1,1,2,3
135664,2,5,1,38,1,1,2,5
135665,2,2,1,52,1,1,2,4
135666,1,5,1,28,1,1,2,1
135667,1,5,2,33,1,1,2,1
135668,1,5,1,38,2,1,2,1
135669,1,5,2,62,2,1,2,1
135724,1,2,1,43,1,1,1,3
135725,1,3,1,62,1,1,1,3
135726,1,3,1,43,1,1,1,3
135727,1,1,1,43,1,1,1,3
135728,1,2,2,38,1,1,1,3
135729,1,1,1,62,2,1,1,1
135730,1,3,1,38,2,1,1,1
135731,1,2,1,43,3,1,1,2
135732,3,1,1,48,4,1,4,4
135733,4,3,2,43,2,1,4,2
135753,2,1,1,57,1,1,2,2
135754,2,1,2,57,1,1,2,3
135755,2,6,1,48,2,1,2,2
135756,3,2,1,48,1,1,2,2
135757,3,1,1,57,2,1,2,1
135758,4,6,2,38,1,1,2,2
135759,4,2,1,43,3,1,2,2
135760,4,2,2,38,4,1,2,5
135761,1,4,1,38,1,1,2,3
135772,3,4,2,52,2,1,4,1
135773,3,5,2,20,3,1,4,5
135977,1,4,1,38,1,1,2,3
136352,1,2,1,43,1,1,3,3
136353,1,5,1,60,1,1,3,3
136354,1,6,1,38,1,1,3,2
136355,1,2,2,38,1,1,3,3
136356,4,5,2,38,1,1,3,2
136357,4,4,2,38,1,1,3,2
136468,2,1,1,57,1,1,1,2
136469,3,1,2,57,4,1,1,1
136470,1,1,1,72,1,1,1,3
136471,1,3,1,62,1,1,1,3
136472,1,3,1,43,1,1,1,3
136473,1,3,1,43,1,1,1,3
136474,1,3,1,82,1,1,1,3
136475,1,3,1,82,1,1,1,3
136476,1,3,1,43,1,1,1,3
136477,1,1,1,28,1,1,2,4
136478,1,4,1,38,1,1,2,2
136479,1,3,1,82,1,1,2,3
136480,1,2,1,43,1,1,2,3
136481,1,2,1,43,1,1,2,3
136486,3,3,2,48,1,1,1,2
136487,1,6,1,62,1,1,1,2
136518,1,2,2,38,1,0,1,3
136519,1,4,1,38,1,0,1,2
136520,3,6,1,38,3,0,1,1
136523,2,5,2,62,1,0,1,3
136545,3,5,2,26,3,0,1,2
136546,3,5,2,26,3,0,1,2
136547,3,5,2,20,3,0,1,5
136548,3,5,2,26,3,0,1,2
136549,1,3,1,62,1,0,1,3
136550,1,1,1,43,1,0,1,3
136551,3,6,1,48,1,0,1,1
136552,3,2,1,43,2,0,1,3
136553,3,4,2,52,2,0,1,1
136554,3,4,2,28,2,0,1,2
136555,3,2,1,33,2,0,1,3
136556,3,2,2,28,3,0,1,1
136557,3,2,2,28,3,0,1,1
136558,3,6,1,38,3,0,1,2
136559,3,5,2,20,3,0,1,5
136560,3,5,2,26,3,0,1,2
136561,3,5,2,26,3,0,1,2
136562,1,4,1,38,1,0,1,3
136563,3,5,2,26,3,0,1,2
136568,1,2,1,43,1,0,1,3
136569,1,4,1,62,1,0,1,3
136570,3,2,1,48,1,0,1,3
136571,3,6,1,48,1,0,1,1
136572,3,2,1,28,3,0,1,3
136573,3,1,1,48,4,0,1,4
136574,3,1,2,33,4,0,1,4
136575,3,1,2,28,1,0,1,2
136576,3,3,1,48,1,0,1,4
136577,1,1,1,62,2,0,1,1
136578,1,4,1,38,1,0,1,2
136579,2,3,2,52,1,0,1,2
136580,2,3,2,52,1,0,1,2
136589,1,6,1,62,1,0,2,2
136590,3,3,1,55,3,0,2,1
136591,3,3,1,55,3,0,2,1
136592,2,6,1,48,2,0,2,2
136904,1,4,1,38,1,0,1,2
136905,1,3,1,82,1,0,1,3
136906,3,1,2,48,2,0,1,4
136907,3,4,2,28,2,0,1,2
136908,2,4,1,43,1,0,1,2
136909,2,4,1,43,1,0,1,2
136910,2,1,2,57,1,0,1,3
136911,1,1,1,72,1,0,1,3
136937,2,5,1,38,1,0,4,5
136938,2,3,1,57,2,0,4,4
136939,2,1,1,38,2,0,4,4
136945,1,6,1,33,1,0,4,1
136946,3,1,2,33,4,0,4,4
136947,1,6,1,33,1,0,4,1
136985,3,4,2,52,2,0,1,1
136986,3,2,1,33,2,0,1,3
136987,3,2,2,28,3,0,1,1
136988,3,1,2,33,4,0,1,4
136989,3,1,2,57,4,0,1,1
136990,3,1,2,57,4,0,1,1
136991,1,3,1,82,1,0,1,3
136992,3,5,1,23,1,0,1,5
136993,3,6,1,57,3,0,1,1
136994,3,1,2,57,4,0,1,1
136995,1,2,1,43,1,0,1,3
136996,1,4,1,38,1,0,1,3
136997,1,4,1,38,1,0,1,2
136998,1,1,1,43,1,0,1,3
136999,1,5,1,60,1,0,1,3
137000,1,2,2,38,1,0,1,3
137001,1,1,1,28,1,0,1,4
137002,1,1,1,72,1,0,1,3
137021,1,1,1,28,1,0,1,4
137022,1,6,1,62,1,0,1,2
137023,1,6,1,38,1,0,1,2
137024,1,2,1,62,2,0,1,2
137025,1,6,1,38,2,0,1,2
137026,1,1,1,38,3,0,1,2
137085,2,5,1,38,1,0,2,5
137086,2,2,1,52,1,0,2,4
137158,1,1,1,28,1,0,1,4
137159,1,1,1,43,1,0,1,3
137160,1,1,1,72,1,0,1,3
137161,1,1,1,43,1,0,1,3
137162,1,2,2,38,1,0,1,3
137163,1,2,1,43,1,0,1,3
137164,1,5,1,28,1,0,1,1
137165,1,4,1,62,1,0,1,3
137849,1,2,1,43,1,0,4,3
137850,1,1,1,43,1,0,4,3
137851,1,1,1,43,1,0,4,3
137852,1,1,1,43,1,0,4,3
137861,3,4,1,43,1,0,2,1
137862,3,2,1,48,1,0,2,3
137863,3,6,1,48,1,0,2,1
137864,2,5,2,62,1,0,2,3
